UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Type_Encoded,Failure_Heat Dissipation Failure,Failure_No Failure,Failure_Overstrain Failure,Failure_Power Failure,Failure_Random Failures,Failure_Tool Wear Failure,Tool_Wear_Bin,RPM_Bin
8522,L55701,L,298.4,309.5,1376.0,50.4,202,0,1,False,True,False,False,False,False,High,Low
8523,H37936,H,298.3,309.4,1631.0,29.8,0,0,0,False,True,False,False,False,False,Low,High
8524,H37937,H,298.3,309.3,1529.0,41.7,5,0,0,False,True,False,False,False,False,Low,Medium
8525,L55704,L,298.3,309.4,1468.0,46.2,10,0,1,False,True,False,False,False,False,Low,Medium
8526,L55705,L,298.3,309.4,1378.0,52.3,12,0,1,False,True,False,False,False,False,Low,Low
8527,L55706,L,298.3,309.3,1401.0,51.9,14,0,1,False,True,False,False,False,False,Low,Medium
8528,L55707,L,298.4,309.3,1531.0,37.4,16,0,1,False,True,False,False,False,False,Low,Medium
8529,L55708,L,298.4,309.3,1512.0,35.8,18,0,1,False,True,False,False,False,False,Low,Medium
8530,M23389,M,298.5,309.4,1522.0,47.4,20,0,2,False,True,False,False,False,False,Low,Medium
8531,M23390,M,298.5,309.3,1615.0,31.8,23,0,2,False,True,False,False,False,False,Low,High
8532,L55711,L,298.6,309.3,1449.0,46.5,26,0,1,False,True,False,False,False,False,Low,Medium
8533,L55712,L,298.6,309.4,1315.0,55.5,28,0,1,False,True,False,False,False,False,Low,Low
8534,M23393,M,298.6,309.4,1465.0,41.1,30,0,2,False,True,False,False,False,False,Low,Medium
8535,M23394,M,298.6,309.5,1404.0,43.3,33,0,2,False,True,False,False,False,False,Low,Medium
8536,L55715,L,298.6,309.5,1547.0,44.8,36,0,1,False,True,False,False,False,False,Low,Medium
8537,M23396,M,298.6,309.5,1426.0,45.4,38,0,2,False,True,False,False,False,False,Low,Medium
8538,L55717,L,298.6,309.5,1730.0,30.2,41,0,1,False,True,False,False,False,False,Low,High
8539,L55718,L,298.5,309.4,1548.0,37.7,43,0,1,False,True,False,False,False,False,Low,Medium
8540,L55719,L,298.5,309.4,1517.0,40.2,45,0,1,False,True,False,False,False,False,Low,Medium
8541,L55720,L,298.6,309.5,1687.0,29.3,47,0,1,False,True,False,False,False,False,Low,High
8542,L55721,L,298.5,309.5,1738.0,25.2,49,0,1,False,True,False,False,False,False,Low,High
8543,H37956,H,298.4,309.4,1512.0,35.3,51,0,0,False,True,False,False,False,False,Medium,Medium
8544,M23403,M,298.5,309.4,1365.0,48.7,56,0,2,False,True,False,False,False,False,Medium,Low
8545,H37958,H,298.5,309.4,1895.5,21.0,59,0,0,False,True,False,False,False,False,Medium,High
8546,L55725,L,298.4,309.3,1806.0,27.6,64,0,1,False,True,False,False,False,False,Medium,High
8547,L55726,L,298.4,309.3,1716.0,28.4,66,0,1,False,True,False,False,False,False,Medium,High
8548,M23407,M,298.4,309.4,1666.0,24.3,68,0,2,False,True,False,False,False,False,Medium,High
8549,L55728,L,298.5,309.4,1578.0,36.3,71,0,1,False,True,False,False,False,False,Medium,Medium
8550,L55729,L,298.3,309.3,1558.0,37.2,73,0,1,False,True,False,False,False,False,Medium,Medium
8551,L55730,L,298.3,309.2,1456.0,45.5,75,0,1,False,True,False,False,False,False,Medium,Medium
8552,M23411,M,298.2,309.1,1457.0,49.0,77,0,2,False,True,False,False,False,False,Medium,Medium
8553,L55732,L,298.2,309.1,1467.0,44.5,80,0,1,False,True,False,False,False,False,Medium,Medium
8554,M23413,M,298.1,309.0,1661.0,38.2,82,0,2,False,True,False,False,False,False,Medium,High
8555,L55734,L,298.1,309.0,1592.0,33.9,85,0,1,False,True,False,False,False,False,Medium,Medium
8556,L55735,L,298.2,309.0,1596.0,37.2,87,0,1,False,True,False,False,False,False,Medium,Medium
8557,L55736,L,298.2,309.0,1489.0,40.6,89,0,1,False,True,False,False,False,False,Medium,Medium
8558,L55737,L,298.3,309.0,1471.0,48.3,91,0,1,False,True,False,False,False,False,Medium,Medium
8559,M23418,M,298.3,309.0,1505.0,41.3,93,0,2,False,True,False,False,False,False,Medium,Medium
8560,L55739,L,298.3,309.0,1519.0,40.0,96,0,1,False,True,False,False,False,False,Medium,Medium
8561,L55740,L,298.3,309.0,1408.0,45.4,98,0,1,False,True,False,False,False,False,Medium,Medium
8562,L55741,L,298.2,308.9,1332.0,44.4,100,0,1,False,True,False,False,False,False,Medium,Low
8563,L55742,L,298.1,308.9,1351.0,52.4,102,0,1,False,True,False,False,False,False,Medium,Low
8564,L55743,L,298.0,308.9,1500.0,36.7,104,0,1,False,True,False,False,False,False,Medium,Medium
8565,M23424,M,298.0,308.7,1614.0,30.7,106,0,2,False,True,False,False,False,False,Medium,High
8566,L55745,L,298.0,308.8,1489.0,36.5,109,0,1,False,True,False,False,False,False,Medium,Medium
8567,M23426,M,297.9,308.7,1751.0,26.6,111,0,2,False,True,False,False,False,False,Medium,High
8568,L55747,L,298.0,308.7,1511.0,45.8,114,0,1,False,True,False,False,False,False,Medium,Medium
8569,L55748,L,297.9,308.6,1691.0,29.6,116,0,1,False,True,False,False,False,False,Medium,High
8570,L55749,L,297.9,308.6,1757.0,27.5,118,0,1,False,True,False,False,False,False,Medium,High
8571,H37984,H,297.9,308.7,1545.0,35.9,120,0,0,False,True,False,False,False,False,Medium,Medium
8572,L55751,L,297.9,308.6,1895.5,15.7,125,0,1,False,True,False,False,False,False,Medium,High
8573,M23432,M,297.7,308.5,1559.0,35.2,127,0,2,False,True,False,False,False,False,Medium,Medium
8574,L55753,L,297.6,308.4,1626.0,32.4,130,0,1,False,True,False,False,False,False,Medium,High
8575,L55754,L,297.6,308.3,1424.0,53.9,132,0,1,False,True,False,False,False,False,Medium,Medium
8576,M23435,M,297.6,308.3,1648.0,29.1,134,0,2,False,True,False,False,False,False,Medium,High
8577,L55756,L,297.6,308.3,1523.0,39.5,137,0,1,False,True,False,False,False,False,Medium,Medium
8578,L55757,L,297.6,308.3,1502.0,43.2,139,0,1,False,True,False,False,False,False,Medium,Medium
8579,L55758,L,297.5,308.2,1489.0,40.7,141,0,1,False,True,False,False,False,False,Medium,Medium
8580,M23439,M,297.4,308.1,1620.0,31.2,143,0,2,False,True,False,False,False,False,Medium,High
8581,L55760,L,297.5,308.1,1631.0,30.6,146,0,1,False,True,False,False,False,False,Medium,High
8582,M23441,M,297.5,308.0,1429.0,45.8,148,0,2,False,True,False,False,False,False,Medium,Medium
8583,M23442,M,297.5,308.1,1334.0,67.19999999999999,151,1,2,False,False,False,True,False,False,High,Low
8584,L55763,L,297.4,308.0,1423.0,38.0,154,0,1,False,True,False,False,False,False,High,Medium
8585,L55764,L,297.4,307.9,1390.0,47.7,156,0,1,False,True,False,False,False,False,High,Low
8586,M23445,M,297.4,307.9,1338.0,48.5,158,0,2,False,True,False,False,False,False,High,Low
8587,H38000,H,297.3,307.9,1461.0,37.5,161,0,0,False,True,False,False,False,False,High,Medium
8588,M23447,M,297.4,307.9,1627.0,34.3,166,0,2,False,True,False,False,False,False,High,High
8589,L55768,L,297.3,307.8,1385.0,44.4,169,0,1,False,True,False,False,False,False,High,Low
8590,M23449,M,297.3,307.8,1538.0,48.0,171,0,2,False,True,False,False,False,False,High,Medium
8591,L55770,L,297.4,307.9,1557.0,35.5,174,0,1,False,True,False,False,False,False,High,Medium
8592,L55771,L,297.4,307.9,1606.0,33.4,176,0,1,False,True,False,False,False,False,High,High
8593,M23452,M,297.5,308.0,1430.0,44.5,178,0,2,False,True,False,False,False,False,High,Medium
8594,M23453,M,297.4,308.0,1601.0,34.6,181,0,2,False,True,False,False,False,False,High,High
8595,L55774,L,297.4,308.0,1356.0,51.9,184,0,1,False,True,False,False,False,False,High,Low
8596,M23455,M,297.5,308.2,1624.0,30.9,186,0,2,False,True,False,False,False,False,High,High
8597,L55776,L,297.5,308.2,1327.0,56.5,189,0,1,False,True,False,False,False,False,High,Low
8598,L55777,L,297.6,308.3,1410.0,47.0,191,0,1,False,True,False,False,False,False,High,Medium
8599,L55778,L,297.6,308.3,1478.0,42.3,193,0,1,False,True,False,False,False,False,High,Medium
8600,L55779,L,297.6,308.4,1460.0,40.3,195,0,1,False,True,False,False,False,False,High,Medium
8601,L55780,L,297.5,308.3,1435.0,40.3,197,0,1,False,True,False,False,False,False,High,Medium
8602,H38015,H,297.4,308.2,1359.0,46.9,199,0,0,False,True,False,False,False,False,High,Low
8603,L55782,L,297.4,308.1,1729.0,31.7,204,0,1,False,True,False,False,False,False,High,High
8604,H38017,H,297.3,308.0,1384.0,49.1,206,0,0,False,True,False,False,False,False,High,Low
8605,L55784,L,297.4,308.2,1297.0,52.1,211,0,1,False,True,False,False,False,False,High,Low
8606,L55785,L,297.5,308.4,1633.0,33.3,213,0,1,False,True,False,False,False,False,High,High
8607,M23466,M,297.5,308.4,1505.0,37.2,215,0,2,False,True,False,False,False,False,High,Medium
8608,L55787,L,297.5,308.4,1433.0,50.0,218,0,1,False,True,False,False,False,False,High,Medium
8609,L55788,L,297.4,308.4,1369.0,50.6,220,1,1,False,False,True,False,False,False,High,Low
8610,L55789,L,297.4,308.3,1475.0,40.5,222,1,1,False,False,False,False,False,True,High,Medium
8611,L55790,L,297.4,308.3,1561.0,38.3,0,0,1,False,True,False,False,False,False,Low,Medium
8612,L55791,L,297.4,308.3,1472.0,45.5,2,0,1,False,True,False,False,False,False,Low,Medium
8613,L55792,L,297.5,308.4,1441.0,44.5,4,0,1,False,True,False,False,False,False,Low,Medium
8614,M23473,M,297.5,308.5,1401.0,50.5,6,0,2,False,True,False,False,False,False,Low,Medium
8615,L55794,L,297.5,308.5,1691.0,33.1,9,0,1,False,True,False,False,False,False,Low,High
8616,L55795,L,297.6,308.6,1382.0,47.1,11,0,1,False,True,False,False,False,False,Low,Low
8617,L55796,L,297.6,308.6,1355.0,46.4,13,0,1,False,True,False,False,False,False,Low,Low
8618,L55797,L,297.6,308.6,1529.0,45.3,15,0,1,False,True,False,False,False,False,Low,Medium
8619,L55798,L,297.7,308.7,1829.0,24.9,17,0,1,False,True,False,False,False,False,Low,High
8620,H38033,H,297.6,308.6,1480.0,39.8,19,0,0,False,True,False,False,False,False,Low,Medium
8621,L55800,L,297.6,308.5,1475.0,42.4,24,0,1,False,True,False,False,False,False,Low,Medium
8622,M23481,M,297.6,308.5,1431.0,52.6,26,0,2,False,True,False,False,False,False,Low,Medium
8623,L55802,L,297.5,308.3,1437.0,42.3,29,0,1,False,True,False,False,False,False,Low,Medium
8624,M23483,M,297.5,308.3,1476.0,45.6,31,0,2,False,True,False,False,False,False,Low,Medium
8625,H38038,H,297.5,308.4,1490.0,39.7,34,0,0,False,True,False,False,False,False,Low,Medium
8626,L55805,L,297.4,308.3,1632.0,33.5,39,0,1,False,True,False,False,False,False,Low,High
8627,L55806,L,297.4,308.2,1402.0,49.7,41,0,1,False,True,False,False,False,False,Low,Medium
8628,L55807,L,297.4,308.3,1347.0,45.8,43,0,1,False,True,False,False,False,False,Low,Low
8629,L55808,L,297.5,308.4,1747.0,31.0,45,0,1,False,True,False,False,False,False,Low,High
8630,H38043,H,297.5,308.5,1557.0,39.1,47,0,0,False,True,False,False,False,False,Low,Medium
8631,L55810,L,297.4,308.4,1371.0,57.4,52,0,1,False,True,False,False,False,False,Medium,Low
8632,H38045,H,297.3,308.3,1506.0,37.0,54,0,0,False,True,False,False,False,False,Medium,Medium
8633,L55812,L,297.3,308.3,1590.0,35.5,59,0,1,False,True,False,False,False,False,Medium,Medium
8634,L55813,L,297.4,308.3,1336.0,53.7,61,0,1,False,True,False,False,False,False,Medium,Low
8635,L55814,L,297.3,308.3,1411.0,43.2,63,0,1,False,True,False,False,False,False,Medium,Medium
8636,L55815,L,297.4,308.3,1704.0,27.3,65,0,1,False,True,False,False,False,False,Medium,High
8637,L55816,L,297.5,308.4,1723.0,27.3,67,0,1,False,True,False,False,False,False,Medium,High
8638,L55817,L,297.5,308.5,1459.0,39.7,69,0,1,False,True,False,False,False,False,Medium,Medium
8639,L55818,L,297.6,308.5,1572.0,35.9,71,0,1,False,True,False,False,False,False,Medium,Medium
8640,L55819,L,297.5,308.4,1384.0,56.0,73,0,1,False,True,False,False,False,False,Medium,Low
8641,L55820,L,297.6,308.6,1383.0,47.5,75,0,1,False,True,False,False,False,False,Medium,Low
8642,M23501,M,297.6,308.5,1360.0,48.6,77,0,2,False,True,False,False,False,False,Medium,Low
8643,M23502,M,297.5,308.4,1596.0,36.6,80,0,2,False,True,False,False,False,False,Medium,Medium
8644,L55823,L,297.5,308.5,1448.0,54.3,83,0,1,False,True,False,False,False,False,Medium,Medium
8645,M23504,M,297.6,308.5,1443.0,38.2,85,0,2,False,True,False,False,False,False,Medium,Medium
8646,M23505,M,297.6,308.6,1492.0,35.5,88,0,2,False,True,False,False,False,False,Medium,Medium
8647,L55826,L,297.5,308.6,1497.0,43.9,91,0,1,False,True,False,False,False,False,Medium,Medium
8648,L55827,L,297.5,308.5,1530.0,38.5,93,0,1,False,True,False,False,False,False,Medium,Medium
8649,M23508,M,297.4,308.4,1478.0,46.2,95,0,2,False,True,False,False,False,False,Medium,Medium
8650,L55829,L,297.4,308.4,1328.0,61.8,98,0,1,False,True,False,False,False,False,Medium,Low
8651,H38064,H,297.4,308.3,1771.0,27.4,100,0,0,False,True,False,False,False,False,Medium,High
8652,M23511,M,297.4,308.4,1564.0,35.0,105,0,2,False,True,False,False,False,False,Medium,Medium
8653,H38066,H,297.3,308.3,1461.0,41.5,108,0,0,False,True,False,False,False,False,Medium,Medium
8654,M23513,M,297.4,308.3,1335.0,57.9,113,0,2,False,True,False,False,False,False,Medium,Low
8655,M23514,M,297.4,308.4,1441.0,46.8,116,0,2,False,True,False,False,False,False,Medium,Medium
8656,L55835,L,297.3,308.3,1268.0,60.6,119,0,1,False,True,False,False,False,False,Medium,Low
8657,M23516,M,297.3,308.3,1697.0,27.4,121,0,2,False,True,False,False,False,False,Medium,High
8658,L55837,L,297.4,308.4,1421.0,46.0,124,0,1,False,True,False,False,False,False,Medium,Medium
8659,L55838,L,297.4,308.5,1496.0,36.4,126,0,1,False,True,False,False,False,False,Medium,Medium
8660,L55839,L,297.5,308.5,1375.0,55.6,128,0,1,False,True,False,False,False,False,Medium,Low
8661,L55840,L,297.4,308.5,1295.0,52.1,130,0,1,False,True,False,False,False,False,Medium,Low
8662,L55841,L,297.4,308.5,1643.0,33.8,132,0,1,False,True,False,False,False,False,Medium,High
8663,L55842,L,297.5,308.6,1514.0,36.9,134,0,1,False,True,False,False,False,False,Medium,Medium
8664,L55843,L,297.5,308.6,1671.0,29.4,136,0,1,False,True,False,False,False,False,Medium,High
8665,H38078,H,297.5,308.6,1355.0,58.9,138,0,0,False,True,False,False,False,False,Medium,Low
8666,L55845,L,297.6,308.7,1365.0,50.6,143,0,1,False,True,False,False,False,False,Medium,Low
8667,L55846,L,297.5,308.7,1407.0,42.5,145,0,1,False,True,False,False,False,False,Medium,Medium
8668,M23527,M,297.5,308.8,1455.0,46.1,147,0,2,False,True,False,False,False,False,Medium,Medium
8669,L55848,L,297.5,308.8,1502.0,45.9,150,0,1,False,True,False,False,False,False,Medium,Medium
8670,M23529,M,297.5,308.8,1471.0,52.3,152,0,2,False,True,False,False,False,False,High,Medium
8671,L55850,L,297.5,308.9,1581.0,30.4,155,0,1,False,True,False,False,False,False,High,Medium
8672,L55851,L,297.5,308.8,1530.0,37.8,157,0,1,False,True,False,False,False,False,High,Medium
8673,L55852,L,297.5,308.8,1312.0,50.3,159,0,1,False,True,False,False,False,False,High,Low
8674,L55853,L,297.4,308.6,1494.0,42.6,161,0,1,False,True,False,False,False,False,High,Medium
8675,M23534,M,297.4,308.6,1528.0,29.1,163,0,2,False,True,False,False,False,False,High,Medium
8676,H38089,H,297.3,308.6,1688.0,29.4,166,0,0,False,True,False,False,False,False,High,High
8677,M23536,M,297.3,308.5,1520.0,42.4,171,0,2,False,True,False,False,False,False,High,Medium
8678,M23537,M,297.3,308.5,1664.0,28.9,174,0,2,False,True,False,False,False,False,High,High
8679,L55858,L,297.3,308.5,1514.0,44.5,177,0,1,False,True,False,False,False,False,High,Medium
8680,L55859,L,297.3,308.5,1456.0,54.2,179,0,1,False,True,False,False,False,False,High,Medium
8681,L55860,L,297.2,308.5,1494.0,39.6,181,0,1,False,True,False,False,False,False,High,Medium
8682,L55861,L,297.2,308.4,1605.0,30.0,183,0,1,False,True,False,False,False,False,High,High
8683,M23542,M,297.2,308.5,1353.0,46.5,185,0,2,False,True,False,False,False,False,High,Low
8684,L55863,L,297.2,308.5,1447.0,47.9,188,0,1,False,True,False,False,False,False,High,Medium
8685,L55864,L,297.2,308.5,1588.0,40.4,190,0,1,False,True,False,False,False,False,High,Medium
8686,H38099,H,297.2,308.5,1524.0,41.4,192,0,0,False,True,False,False,False,False,High,Medium
8687,M23546,M,297.2,308.5,1611.0,31.6,197,0,2,False,True,False,False,False,False,High,High
8688,M23547,M,297.2,308.5,1604.0,34.9,200,0,2,False,True,False,False,False,False,High,High
8689,L55868,L,297.1,308.5,1483.0,46.9,203,0,1,False,True,False,False,False,False,High,Medium
8690,L55869,L,297.1,308.4,1543.0,39.6,205,0,1,False,True,False,False,False,False,High,Medium
8691,L55870,L,297.1,308.5,1323.0,44.4,207,1,1,False,False,False,False,False,True,High,Low
8692,L55871,L,297.1,308.5,1555.0,36.2,0,0,1,False,True,False,False,False,False,Low,Medium
8693,L55872,L,297.1,308.4,1583.0,31.9,2,0,1,False,True,False,False,False,False,Low,Medium
8694,M23553,M,297.2,308.5,1584.0,40.0,4,0,2,False,True,False,False,False,False,Low,Medium
8695,L55874,L,297.2,308.5,1766.0,25.8,7,0,1,False,True,False,False,False,False,Low,High
8696,M23555,M,297.2,308.6,1498.0,44.4,9,0,2,False,True,False,False,False,False,Low,Medium
8697,L55876,L,297.2,308.6,1413.0,49.8,12,0,1,False,True,False,False,False,False,Low,Medium
8698,L55877,L,297.3,308.6,1505.0,33.5,14,0,1,False,True,False,False,False,False,Low,Medium
8699,H38112,H,297.3,308.7,1438.0,46.2,16,0,0,False,True,False,False,False,False,Low,Medium
8700,M23559,M,297.3,308.7,1655.0,34.1,21,0,2,False,True,False,False,False,False,Low,High
8701,M23560,M,297.3,308.7,1451.0,43.8,24,0,2,False,True,False,False,False,False,Low,Medium
8702,M23561,M,297.3,308.7,1466.0,38.4,27,0,2,False,True,False,False,False,False,Low,Medium
8703,L55882,L,297.2,308.6,1774.0,23.0,30,0,1,False,True,False,False,False,False,Low,High
8704,M23563,M,297.2,308.6,1284.0,51.3,32,0,2,False,True,False,False,False,False,Low,Low
8705,L55884,L,297.1,308.5,1425.0,40.0,35,0,1,False,True,False,False,False,False,Low,Medium
8706,L55885,L,297.2,308.6,1437.0,52.4,37,0,1,False,True,False,False,False,False,Low,Medium
8707,L55886,L,297.2,308.6,1335.0,53.0,39,0,1,False,True,False,False,False,False,Low,Low
8708,L55887,L,297.2,308.5,1471.0,41.7,41,0,1,False,True,False,False,False,False,Low,Medium
8709,M23568,M,297.2,308.5,1364.0,54.0,43,0,2,False,True,False,False,False,False,Low,Low
8710,L55889,L,297.1,308.5,1578.0,35.6,46,0,1,False,True,False,False,False,False,Low,Medium
8711,L55890,L,297.1,308.5,1712.0,32.1,48,0,1,False,True,False,False,False,False,Low,High
8712,L55891,L,297.1,308.5,1733.0,28.7,50,0,1,False,True,False,False,False,False,Low,High
8713,L55892,L,297.2,308.6,1652.0,32.1,52,0,1,False,True,False,False,False,False,Medium,High
8714,L55893,L,297.2,308.6,1895.5,24.1,54,0,1,False,True,False,False,False,False,Medium,High
8715,M23574,M,297.2,308.6,1444.0,41.1,56,0,2,False,True,False,False,False,False,Medium,Medium
8716,L55895,L,297.1,308.6,1442.0,37.1,59,0,1,False,True,False,False,False,False,Medium,Medium
8717,M23576,M,297.1,308.6,1717.0,31.3,61,0,2,False,True,False,False,False,False,Medium,High
8718,L55897,L,297.1,308.7,1474.0,42.3,64,0,1,False,True,False,False,False,False,Medium,Medium
8719,L55898,L,297.2,308.7,1509.0,39.3,66,0,1,False,True,False,False,False,False,Medium,Medium
8720,L55899,L,297.2,308.8,1451.0,43.1,68,0,1,False,True,False,False,False,False,Medium,Medium
8721,L55900,L,297.3,308.8,1554.0,36.1,70,0,1,False,True,False,False,False,False,Medium,Medium
8722,L55901,L,297.2,308.7,1669.0,30.7,72,0,1,False,True,False,False,False,False,Medium,High
8723,L55902,L,297.2,308.6,1366.0,50.4,74,0,1,False,True,False,False,False,False,Medium,Low
8724,L55903,L,297.2,308.6,1578.0,34.4,76,0,1,False,True,False,False,False,False,Medium,Medium
8725,M23584,M,297.2,308.6,1513.0,39.0,78,0,2,False,True,False,False,False,False,Medium,Medium
8726,M23585,M,297.1,308.5,1515.0,42.1,81,0,2,False,True,False,False,False,False,Medium,Medium
8727,L55906,L,297.2,308.6,1562.0,33.0,84,0,1,False,True,False,False,False,False,Medium,Medium
8728,L55907,L,297.2,308.7,1501.0,38.5,86,0,1,False,True,False,False,False,False,Medium,Medium
8729,M23588,M,297.2,308.7,1398.0,38.1,88,0,2,False,True,False,False,False,False,Medium,Low
8730,L55909,L,297.3,308.7,1352.0,53.8,91,0,1,False,True,False,False,False,False,Medium,Low
8731,H38144,H,297.3,308.7,1569.0,33.9,93,0,0,False,True,False,False,False,False,Medium,Medium
8732,H38145,H,297.2,308.6,1486.0,46.6,98,0,0,False,True,False,False,False,False,Medium,Medium
8733,L55912,L,297.2,308.6,1864.0,23.6,103,0,1,False,True,False,False,False,False,Medium,High
8734,M23593,M,297.3,308.7,1447.0,44.5,105,0,2,False,True,False,False,False,False,Medium,Medium
8735,L55914,L,297.2,308.6,1392.0,41.5,108,0,1,False,True,False,False,False,False,Medium,Low
8736,L55915,L,297.3,308.6,1358.0,47.6,110,0,1,False,True,False,False,False,False,Medium,Low
8737,L55916,L,297.3,308.7,1491.0,40.2,112,0,1,False,True,False,False,False,False,Medium,Medium
8738,L55917,L,297.3,308.7,1556.0,36.7,114,0,1,False,True,False,False,False,False,Medium,Medium
8739,L55918,L,297.3,308.7,1531.0,36.7,116,0,1,False,True,False,False,False,False,Medium,Medium
8740,H38153,H,297.4,308.7,1429.0,37.6,118,0,0,False,True,False,False,False,False,Medium,Medium
8741,M23600,M,297.4,308.8,1573.0,33.9,123,0,2,False,True,False,False,False,False,Medium,Medium
8742,L55921,L,297.4,308.8,1538.0,41.2,126,0,1,False,True,False,False,False,False,Medium,Medium
8743,L55922,L,297.4,308.8,1467.0,39.0,128,0,1,False,True,False,False,False,False,Medium,Medium
8744,H38157,H,297.4,308.7,1323.0,51.1,130,0,0,False,True,False,False,False,False,Medium,Low
8745,M23604,M,297.4,308.7,1798.0,23.0,135,0,2,False,True,False,False,False,False,Medium,High
8746,L55925,L,297.4,308.6,1411.0,46.3,138,0,1,False,True,False,False,False,False,Medium,Medium
8747,L55926,L,297.3,308.5,1528.0,44.5,140,0,1,False,True,False,False,False,False,Medium,Medium
8748,L55927,L,297.3,308.5,1504.0,42.0,142,0,1,False,True,False,False,False,False,Medium,Medium
8749,L55928,L,297.3,308.5,1384.0,39.6,144,0,1,False,True,False,False,False,False,Medium,Low
8750,L55929,L,297.2,308.4,1677.0,26.4,146,0,1,False,True,False,False,False,False,Medium,High
8751,L55930,L,297.3,308.5,1764.0,30.8,148,0,1,False,True,False,False,False,False,Medium,High
8752,M23611,M,297.4,308.5,1472.0,42.0,150,0,2,False,True,False,False,False,False,Medium,Medium
8753,M23612,M,297.4,308.5,1465.0,55.9,153,0,2,False,True,False,False,False,False,High,Medium
8754,M23613,M,297.4,308.6,1657.0,33.1,156,0,2,False,True,False,False,False,False,High,High
8755,L55934,L,297.4,308.6,1635.0,30.5,159,0,1,False,True,False,False,False,False,High,High
8756,M23615,M,297.4,308.7,1582.0,31.9,161,0,2,False,True,False,False,False,False,High,Medium
8757,L55936,L,297.5,308.7,1761.0,26.2,164,0,1,False,True,False,False,False,False,High,High
8758,L55937,L,297.5,308.8,1587.0,34.9,166,0,1,False,True,False,False,False,False,High,Medium
8759,M23618,M,297.5,308.7,1446.0,53.0,168,0,2,False,True,False,False,False,False,High,Medium
8760,M23619,M,297.5,308.7,1352.0,53.0,171,0,2,False,True,False,False,False,False,High,Low
8761,M23620,M,297.4,308.7,1392.0,46.4,174,0,2,False,True,False,False,False,False,High,Low
8762,L55941,L,297.5,308.8,1417.0,49.8,177,0,1,False,True,False,False,False,False,High,Medium
8763,H38176,H,297.5,308.8,1824.0,24.0,179,0,0,False,True,False,False,False,False,High,High
8764,L55943,L,297.5,308.8,1603.0,36.7,184,0,1,False,True,False,False,False,False,High,High
8765,L55944,L,297.4,308.8,1620.0,33.4,186,0,1,False,True,False,False,False,False,High,High
8766,L55945,L,297.4,308.8,1353.0,49.4,188,0,1,False,True,False,False,False,False,High,Low
8767,L55946,L,297.5,308.8,1360.0,50.7,190,0,1,False,True,False,False,False,False,High,Low
8768,L55947,L,297.5,308.6,1380.0,53.5,192,0,1,False,True,False,False,False,False,High,Low
8769,M23628,M,297.5,308.7,1363.0,53.6,194,0,2,False,True,False,False,False,False,High,Low
8770,M23629,M,297.4,308.6,1452.0,41.2,197,0,2,False,True,False,False,False,False,High,Medium
8771,L55950,L,297.4,308.6,1680.0,32.8,200,0,1,False,True,False,False,False,False,High,High
8772,L55951,L,297.5,308.6,1536.0,39.0,202,0,1,False,True,False,False,False,False,High,Medium
8773,L55952,L,297.5,308.6,1621.0,28.9,0,0,1,False,True,False,False,False,False,Low,High
8774,L55953,L,297.5,308.6,1585.0,37.6,2,0,1,False,True,False,False,False,False,Low,Medium
8775,M23634,M,297.6,308.7,1408.0,51.5,4,0,2,False,True,False,False,False,False,Low,Medium
8776,H38189,H,297.5,308.6,1536.0,38.7,7,0,0,False,True,False,False,False,False,Low,Medium
8777,L55956,L,297.5,308.6,1352.0,52.6,12,0,1,False,True,False,False,False,False,Low,Low
8778,H38191,H,297.5,308.6,1481.0,38.8,14,0,0,False,True,False,False,False,False,Low,Medium
8779,L55958,L,297.5,308.7,1454.0,45.0,19,0,1,False,True,False,False,False,False,Low,Medium
8780,M23639,M,297.5,308.6,1349.0,51.5,21,0,2,False,True,False,False,False,False,Low,Low
8781,M23640,M,297.5,308.6,1327.0,52.1,24,0,2,False,True,False,False,False,False,Low,Low
8782,L55961,L,297.6,308.7,1552.0,42.3,27,0,1,False,True,False,False,False,False,Low,Medium
8783,L55962,L,297.5,308.7,1456.0,44.7,29,0,1,False,True,False,False,False,False,Low,Medium
8784,M23643,M,297.6,308.6,1254.0,45.8,31,0,2,False,True,False,False,False,False,Low,Low
8785,L55964,L,297.5,308.6,1437.0,43.3,34,0,1,False,True,False,False,False,False,Low,Medium
8786,L55965,L,297.5,308.6,1694.0,27.1,36,0,1,False,True,False,False,False,False,Low,High
8787,L55966,L,297.5,308.5,1306.0,50.7,38,0,1,False,True,False,False,False,False,Low,Low
8788,M23647,M,297.5,308.5,1699.0,30.1,40,0,2,False,True,False,False,False,False,Low,High
8789,L55968,L,297.4,308.5,1369.0,53.2,43,0,1,False,True,False,False,False,False,Low,Low
8790,L55969,L,297.4,308.5,1471.0,43.9,45,0,1,False,True,False,False,False,False,Low,Medium
8791,L55970,L,297.4,308.5,1410.0,43.9,47,0,1,False,True,False,False,False,False,Low,Medium
8792,M23651,M,297.4,308.5,1412.0,45.5,49,0,2,False,True,False,False,False,False,Low,Medium
8793,L55972,L,297.4,308.5,1418.0,51.2,52,0,1,False,True,False,False,False,False,Medium,Medium
8794,L55973,L,297.4,308.5,1782.0,25.9,54,0,1,False,True,False,False,False,False,Medium,High
